stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
88196,2077,Eugenie at Remington,,42.288755,-83.011907,1,,0,,1
88205,2021,Cora Green at Riverside,,42.33334815,-82.90006502,1,,0,,1
88215,1503,Plymouth at Robert,,42.29665994,-82.96444501,1,,0,,1
88233,2135,Rosa Parks Transit Center,,42.333266,-83.052442,3,,0,,1
88237,2106,Conservation at E.C. Row Ave,,42.281107,-82.992965,1,,0,,1
88243,1463,Drouillard at Seminole,,42.3127282,-82.99441997,1,,0,,1
88244,1464,Drouillard at Seminole,,42.31248661,-82.9944237,1,,0,,1
88245,1481,George at Seminole,,42.315842,-82.982239,1,,0,,1
88252,2134,Michigan at Washington,,42.331561,-83.050617,3,,0,,1
88255,2068,Parent at Shepherd,,42.30480761,-83.01500815,1,,0,,1
88256,2069,Parent at Shepherd,,42.305276,-83.015073,1,,0,,1
88263,1207,College at South,,42.29331506,-83.07309886,1,,0,,1
88268,2084,Southdale at South Pacific,,42.288844,-82.998174,1,,0,,1
88269,2097,Grand Marais at South Pacific,,42.28432955,-82.9970194,1,,0,,1
88270,2098,Grand Marais at South Pacific,,42.2843821,-82.99719539,1,,0,,1
88271,2088,Slater at Southdale,,42.28898761,-82.99184557,1,,0,,1
88272,2089,Slater at Southdale,,42.28901693,-82.99206582,1,,0,,1
88273,2094,Grand Marais at Southdale,,42.287026,-82.991649,1,,0,,1
88285,1563,Seminole at Albert,,42.31158,-82.996115,1,,0,,1
88288,2008,Lauzon Road at St. Rose,,42.32939395,-82.94154245,1,,0,,1
