route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
3285,723,678384,TunnelBus,,0,771,101447,0,0
3285,723,678010,TunnelBus,,1,771,101466,0,0
3285,723,678382,TunnelBus,,0,771,101447,0,0
3285,723,678008,TunnelBus,,1,771,101466,0,0
3285,723,678224,TunnelBus,,0,771,101447,0,0
3285,723,678004,TunnelBus,,1,771,101466,0,0
3285,723,678220,TunnelBus,,0,771,101447,0,0
3285,723,678000,TunnelBus,,1,771,101466,0,0
3285,723,678216,TunnelBus,,0,770,101447,0,0
3285,723,677996,TunnelBus,,1,770,101466,0,0
3285,723,678212,TunnelBus,,0,770,101447,0,0
3285,723,677992,TunnelBus,,1,770,101466,0,0
3285,723,678208,TunnelBus,,0,770,101447,0,0
3285,723,677988,TunnelBus,,1,770,101466,0,0
3285,723,678202,TunnelBus,,0,770,101447,0,0
3285,723,677982,TunnelBus,,1,770,101466,0,0
3285,723,678198,TunnelBus,,0,770,101447,0,0
3285,723,677978,TunnelBus,,1,770,101466,0,0
3285,723,678194,TunnelBus,,0,770,101447,0,0
3285,723,677974,TunnelBus,,1,770,101466,0,0
3285,723,678226,TunnelBus,,0,773,101447,0,0
3285,723,678006,TunnelBus,,1,773,101466,0,0
3285,723,678222,TunnelBus,,0,773,101447,0,0
3285,723,678002,TunnelBus,,1,773,101466,0,0
3285,723,678218,TunnelBus,,0,773,101447,0,0
3285,723,677998,TunnelBus,,1,773,101466,0,0
3285,723,678214,TunnelBus,,0,773,101447,0,0
3285,723,677994,TunnelBus,,1,773,101466,0,0
3285,723,678210,TunnelBus,,0,773,101447,0,0
3285,723,677990,TunnelBus,,1,773,101466,0,0
3285,723,678206,TunnelBus,,0,773,101447,0,0
3285,723,677986,TunnelBus,,1,773,101466,0,0
3285,724,677592,TunnelBus,,0,58314,101447,0,0
3285,724,677628,TunnelBus,,1,58314,101466,0,0
3285,724,677590,TunnelBus,,0,58314,101447,0,0
3285,724,677626,TunnelBus,,1,58314,101466,0,0
3285,724,677588,TunnelBus,,0,58314,101447,0,0
3285,724,677624,TunnelBus,,1,58314,101466,0,0
3285,724,677585,TunnelBus,,0,58314,101447,0,0
3285,724,677621,TunnelBus,,1,58314,101466,0,0
3285,724,677583,TunnelBus,,0,58314,101447,0,0
3285,724,677619,TunnelBus,,1,58314,101466,0,0
3285,724,677581,TunnelBus,,0,58314,101447,0,0
3285,724,677617,TunnelBus,,1,58314,101466,0,0
3285,724,677579,TunnelBus,,0,58314,101447,0,0
3285,724,677615,TunnelBus,,1,58314,101466,0,0
3285,724,677591,TunnelBus,,0,58315,101447,0,0
3285,724,677627,TunnelBus,,1,58315,101466,0,0
3285,724,677589,TunnelBus,,0,58315,101447,0,0
3285,724,677625,TunnelBus,,1,58315,101466,0,0
3285,724,677587,TunnelBus,,0,58315,101447,0,0
3285,724,677623,TunnelBus,,1,58315,101466,0,0
3286,724,678403,Central3West,,1,58319,101482,0,0
3286,724,678129,Central3West,,1,58319,101483,0,0
3286,724,678361,Central3West,,0,58319,101475,0,0
3286,724,678127,Central3West,,1,58319,101483,0,0
3286,724,678359,Central3West,,0,58319,101475,0,0
3286,724,678125,Central3West,,1,58319,101483,0,0
3286,724,678357,Central3West,,0,58319,101475,0,0
3286,724,678123,Central3West,,1,58319,101483,0,0
3286,724,678355,Central3West,,0,58300,101475,0,0
3286,724,678121,Central3West,,1,58300,101483,0,0
3286,724,678353,Central3West,,0,58300,101475,0,0
3286,724,678119,Central3West,,1,58300,101483,0,0
3286,724,678351,Central3West,,0,58300,101475,0,0
3286,724,678117,Central3West,,1,58300,101483,0,0
3286,724,678349,Central3West,,0,58300,101475,0,0
3286,724,678115,Central3West,,1,58300,101483,0,0
3286,724,678347,Central3West,,0,58300,101475,0,0
3286,724,678113,Central3West,,1,58300,101483,0,0
3286,724,678345,Central3West,,0,58300,101475,0,0
3286,724,678111,Central3West,,1,58300,101483,0,0
3286,724,678343,Central3West,,0,58300,101475,0,0
3286,724,678109,Central3West,,1,58300,101483,0,0
3286,724,678341,Central3West,,0,58300,101475,0,0
3286,723,678402,Central3West,,1,760,101482,0,0
