route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
3286,723,678128,Central3West,,1,760,101483,0,0
3286,723,678360,Central3West,,0,760,101475,0,0
3286,723,678126,Central3West,,1,760,101483,0,0
3286,723,678358,Central3West,,0,760,101475,0,0
3286,723,678124,Central3West,,1,760,101483,0,0
3286,723,678356,Central3West,,0,760,101475,0,0
3286,723,678122,Central3West,,1,760,101483,0,0
3286,723,678354,Central3West,,0,760,101475,0,0
3286,723,678120,Central3West,,1,760,101483,0,0
3286,723,678352,Central3West,,0,760,101475,0,0
3286,723,678118,Central3West,,1,760,101483,0,0
3286,723,678350,Central3West,,0,760,101475,0,0
3286,723,678116,Central3West,,1,760,101483,0,0
3286,723,678348,Central3West,,0,760,101475,0,0
3286,723,678114,Central3West,,1,760,101483,0,0
3286,723,678346,Central3West,,0,760,101475,0,0
3286,723,678112,Central3West,,1,760,101483,0,0
3286,723,678344,Central3West,,0,760,101475,0,0
3286,723,678110,Central3West,,1,760,101483,0,0
3286,723,678342,Central3West,,0,760,101475,0,0
3286,723,678108,Central3West,,1,760,101483,0,0
3286,723,678340,Central3West,,0,760,101475,0,0
3286,723,678398,NotinService,,0,760,101474,0,0
3286,724,677629,NotinService,,0,58300,101474,0,0
3287,723,678548,7 EB,,1,67391,101496,0,0
3287,723,678549,7 WB,,0,67390,101490,0,0
3288,724,678381,Dominion5,,1,58315,101513,0,0
3288,724,678299,Dominion5,,0,58315,101502,0,0
3288,724,678379,Dominion5,,1,58315,101513,0,0
3288,724,678297,Dominion5,,0,58315,101502,0,0
3288,724,678377,Dominion5,,1,58315,101513,0,0
3288,724,678295,Dominion5,,0,58315,101502,0,0
3288,724,678375,Dominion5,,1,58315,101513,0,0
3288,724,678293,Dominion5,,0,58315,101502,0,0
3288,724,678373,Dominion5,,1,58285,101513,0,0
3288,724,678291,Dominion5,,0,58285,101502,0,0
3288,724,678371,Dominion5,,1,58285,101513,0,0
3288,724,678289,Dominion5,,0,58285,101502,0,0
3288,724,678369,Dominion5,,1,58285,101513,0,0
3288,724,678287,Dominion5,,0,58285,101502,0,0
3288,724,678367,Dominion5,,1,58285,101513,0,0
3288,724,678285,Dominion5,,0,58285,101502,0,0
3288,724,678365,Dominion5,,1,58285,101513,0,0
3288,724,678283,Dominion5,,0,58285,101502,0,0
3288,724,678363,Dominion5,,1,58285,101513,0,0
3288,724,678281,Dominion5,,0,58285,101502,0,0
3288,723,678380,Dominion5,,1,756,101513,0,0
3288,723,678298,Dominion5,,0,756,101502,0,0
3288,723,678378,Dominion5,,1,756,101513,0,0
3288,723,678296,Dominion5,,0,756,101502,0,0
3288,723,678376,Dominion5,,1,756,101513,0,0
3288,723,678294,Dominion5,,0,756,101502,0,0
3288,723,678374,Dominion5,,1,756,101513,0,0
3288,723,678292,Dominion5,,0,756,101502,0,0
3288,723,678372,Dominion5,,1,756,101513,0,0
3288,723,678290,Dominion5,,0,756,101502,0,0
3288,723,678370,Dominion5,,1,756,101513,0,0
3288,723,678288,Dominion5,,0,756,101502,0,0
3288,723,678368,Dominion5,,1,756,101513,0,0
3288,723,678286,Dominion5,,0,756,101502,0,0
3288,723,678366,Dominion5,,1,756,101513,0,0
3288,723,678284,Dominion5,,0,756,101502,0,0
3288,723,678364,Dominion5,,1,756,101513,0,0
3288,723,678282,Dominion5,,0,756,101502,0,0
3288,723,678362,Dominion5,,1,756,101513,0,0
3288,723,678280,Dominion5,,0,756,101502,0,0
3325,723,678550,25 East,,1,67392,101572,0,0
3325,723,678551,25 West,,0,67389,101570,0,0
